#tail	head	weight	pathway_name	pathway_ID	edge_type	tail_symbol	head_symbol
P46109	Q99704	1	KitReceptor	6	physical	CRKL	DOK1
P46109	P10721	1	KitReceptor	6	physical	CRKL	KIT
P46109	P27986	1	KitReceptor	6	physical	CRKL	PIK3R1
P46109	O00459	1	KitReceptor	6	physical	CRKL	PIK3R2
P32927	P10721	1	KitReceptor	6	physical	CSF2RB	KIT
Q99704	P00519	1	KitReceptor	6	physical	DOK1	ABL1
Q99704	P46109	1	KitReceptor	6	physical	DOK1	CRKL
Q99704	P07332	1	KitReceptor	6	physical	DOK1	FES
Q99704	P09769	1	KitReceptor	6	physical	DOK1	FGR
Q99704	P08631	1	KitReceptor	6	physical	DOK1	HCK
Q99704	Q92835	1	KitReceptor	6	physical	DOK1	INPP5D
Q99704	P10721	1	KitReceptor	6	physical	DOK1	KIT
Q99704	P07948	1	KitReceptor	6	physical	DOK1	LYN
Q99704	P27986	1	KitReceptor	6	physical	DOK1	PIK3R1
Q99704	O00459	1	KitReceptor	6	physical	DOK1	PIK3R2
Q99704	P19174	1	KitReceptor	6	physical	DOK1	PLCG1
Q99704	P20936	1	KitReceptor	6	physical	DOK1	RASA1
Q99704	P29353	1	KitReceptor	6	physical	DOK1	SHC1
Q99704	P12931	1	KitReceptor	6	physical	DOK1	SRC
Q99704	P42680	1	KitReceptor	6	physical	DOK1	TEC
Q99704	P07947	1	KitReceptor	6	physical	DOK1	YES1
Q09472	O75030	1	KitReceptor	6	physical	EP300	MITF
P19235	P10721	1	KitReceptor	6	physical	EPOR	KIT
P07332	Q99704	1	KitReceptor	6	physical	FES	DOK1
P07332	P10721	1	KitReceptor	6	physical	FES	KIT
P09769	Q99704	1	KitReceptor	6	physical	FGR	DOK1
P06241	P07332	1	KitReceptor	6	Phosphorylation	FYN	FES
P06241	P10721	1	KitReceptor	6	Phosphorylation	FYN	KIT
P06241	P10721	1	KitReceptor	6	physical	FYN	KIT
Q9UQC2	Q06124	1	KitReceptor	6	physical	GAB2	PTPN11
Q13588	P10721	1	KitReceptor	6	physical	GRAP	KIT
Q13322	P31749	1	KitReceptor	6	physical	GRB10	AKT1
Q13322	P10721	1	KitReceptor	6	physical	GRB10	KIT
P62993	P22681	1	KitReceptor	6	physical	GRB2	CBL
P62993	P10721	1	KitReceptor	6	physical	GRB2	KIT
P62993	Q06124	1	KitReceptor	6	physical	GRB2	PTPN11
P62993	P29353	1	KitReceptor	6	physical	GRB2	SHC1
P62993	O15524	1	KitReceptor	6	physical	GRB2	SOCS1
P62993	Q07889	1	KitReceptor	6	physical	GRB2	SOS1
Q14451	P10721	1	KitReceptor	6	physical	GRB7	KIT
P08631	Q99704	1	KitReceptor	6	physical	HCK	DOK1
P08631	P10721	1	KitReceptor	6	physical	HCK	KIT
P01112	P04049	1	KitReceptor	6	physical	HRAS	RAF1
P16871	P10721	1	KitReceptor	6	physical	IL7R	KIT
Q92835	Q99704	1	KitReceptor	6	physical	INPP5D	DOK1
Q92835	P10721	1	KitReceptor	6	physical	INPP5D	KIT
O60674	P10721	1	KitReceptor	6	physical	JAK2	KIT
P52333	P10721	1	KitReceptor	6	physical	JAK3	KIT
P52333	P19174	1	KitReceptor	6	physical	JAK3	PLCG1
P10721	Q06187	1	KitReceptor	6	physical	KIT	BTK
P10721	P22681	1	KitReceptor	6	physical	KIT	CBL
P10721	Q13191	1	KitReceptor	6	physical	KIT	CBLB
P10721	Q00610	1	KitReceptor	6	physical	KIT	CLTC
P10721	P46108	1	KitReceptor	6	physical	KIT	CRK
P10721	P46109	1	KitReceptor	6	physical	KIT	CRKL
P10721	P32927	1	KitReceptor	6	physical	KIT	CSF2RB
P10721	Q99704	1	KitReceptor	6	physical	KIT	DOK1
P10721	P19235	1	KitReceptor	6	physical	KIT	EPOR
P10721	P07332	1	KitReceptor	6	physical	KIT	FES
P10721	P06241	1	KitReceptor	6	physical	KIT	FYN
P10721	Q13588	1	KitReceptor	6	physical	KIT	GRAP
P10721	Q13322	1	KitReceptor	6	physical	KIT	GRB10
P10721	P62993	1	KitReceptor	6	physical	KIT	GRB2
P10721	Q14451	1	KitReceptor	6	physical	KIT	GRB7
P10721	P08631	1	KitReceptor	6	physical	KIT	HCK
P10721	P16871	1	KitReceptor	6	physical	KIT	IL7R
P10721	Q92835	1	KitReceptor	6	physical	KIT	INPP5D
P10721	O60674	1	KitReceptor	6	physical	KIT	JAK2
P10721	P52333	1	KitReceptor	6	physical	KIT	JAK3
P10721	P21583	1	KitReceptor	6	physical	KIT	KITLG
P10721	P07948	1	KitReceptor	6	physical	KIT	LYN
P10721	Q13257	1	KitReceptor	6	physical	KIT	MAD2L1
P10721	P42679	1	KitReceptor	6	physical	KIT	MATK
P10721	O75970	1	KitReceptor	6	physical	KIT	MPDZ
P10721	P42336	1	KitReceptor	6	physical	KIT	PIK3CA
P10721	P27986	1	KitReceptor	6	physical	KIT	PIK3R1
P10721	P27986	1	KitReceptor	6	Phosphorylation	KIT	PIK3R1
P10721	O00459	1	KitReceptor	6	Phosphorylation	KIT	PIK3R2
P10721	O00459	1	KitReceptor	6	physical	KIT	PIK3R2
P10721	P19174	1	KitReceptor	6	physical	KIT	PLCG1
P10721	Q06124	1	KitReceptor	6	physical	KIT	PTPN11
P10721	P29350	1	KitReceptor	6	physical	KIT	PTPN6
P10721	Q92729	1	KitReceptor	6	physical	KIT	PTPRU
P10721	P20936	1	KitReceptor	6	physical	KIT	RASA1
P10721	O14492	1	KitReceptor	6	physical	KIT	SH2B2
P10721	Q9UQQ2	1	KitReceptor	6	physical	KIT	SH2B3
P10721	Q96B97	1	KitReceptor	6	physical	KIT	SH3KBP1
P10721	P29353	1	KitReceptor	6	physical	KIT	SHC1
P10721	O15524	1	KitReceptor	6	physical	KIT	SOCS1
P10721	Q8WXH5	1	KitReceptor	6	physical	KIT	SOCS4
P10721	O75159	1	KitReceptor	6	physical	KIT	SOCS5
P10721	O14544	1	KitReceptor	6	physical	KIT	SOCS6
P10721	Q7Z699	1	KitReceptor	6	Phosphorylation	KIT	SPRED1
P10721	Q7Z699	1	KitReceptor	6	physical	KIT	SPRED1
P10721	Q7Z698	1	KitReceptor	6	Phosphorylation	KIT	SPRED2
P10721	Q7Z698	1	KitReceptor	6	physical	KIT	SPRED2
P10721	P12931	1	KitReceptor	6	physical	KIT	SRC
P10721	Q9ULZ2	1	KitReceptor	6	physical	KIT	STAP1
P10721	P42224	1	KitReceptor	6	Phosphorylation	KIT	STAT1
P10721	P42224	1	KitReceptor	6	physical	KIT	STAT1
P10721	P42229	1	KitReceptor	6	Phosphorylation	KIT	STAT5A
P10721	P42229	1	KitReceptor	6	physical	KIT	STAT5A
P10721	P51692	1	KitReceptor	6	physical	KIT	STAT5B
P10721	P51692	1	KitReceptor	6	Phosphorylation	KIT	STAT5B
P10721	P42680	1	KitReceptor	6	physical	KIT	TEC
P10721	P15498	1	KitReceptor	6	Phosphorylation	KIT	VAV1
P10721	P07947	1	KitReceptor	6	physical	KIT	YES1
P21583	P10721	1	KitReceptor	6	physical	KITLG	KIT
P07948	Q99704	1	KitReceptor	6	Phosphorylation	LYN	DOK1
P07948	Q99704	1	KitReceptor	6	physical	LYN	DOK1
P07948	P10721	1	KitReceptor	6	physical	LYN	KIT
P07948	P10721	1	KitReceptor	6	Phosphorylation	LYN	KIT
P07948	P42680	1	KitReceptor	6	physical	LYN	TEC
Q13257	P10721	1	KitReceptor	6	physical	MAD2L1	KIT
P28482	P19419	1	KitReceptor	6	Phosphorylation	MAPK1	ELK1
P28482	O75030	1	KitReceptor	6	Phosphorylation	MAPK1	MITF
P27361	P19419	1	KitReceptor	6	Phosphorylation	MAPK3	ELK1
P42679	P10721	1	KitReceptor	6	physical	MATK	KIT
O75030	Q09472	1	KitReceptor	6	physical	MITF	EP300
O75970	P10721	1	KitReceptor	6	physical	MPDZ	KIT
P42336	P10721	1	KitReceptor	6	physical	PIK3CA	KIT
P27986	P22681	1	KitReceptor	6	physical	PIK3R1	CBL
P27986	P46108	1	KitReceptor	6	physical	PIK3R1	CRK
P27986	P46109	1	KitReceptor	6	physical	PIK3R1	CRKL
P27986	Q99704	1	KitReceptor	6	physical	PIK3R1	DOK1
P27986	P10721	1	KitReceptor	6	physical	PIK3R1	KIT
P27986	O00459	1	KitReceptor	6	physical	PIK3R1	PIK3R2
P27986	P12931	1	KitReceptor	6	physical	PIK3R1	SRC
O00459	P22681	1	KitReceptor	6	physical	PIK3R2	CBL
O00459	P46109	1	KitReceptor	6	physical	PIK3R2	CRKL
O00459	Q99704	1	KitReceptor	6	physical	PIK3R2	DOK1
O00459	P10721	1	KitReceptor	6	physical	PIK3R2	KIT
O00459	P27986	1	KitReceptor	6	physical	PIK3R2	PIK3R1
P19174	Q99704	1	KitReceptor	6	physical	PLCG1	DOK1
P19174	P52333	1	KitReceptor	6	physical	PLCG1	JAK3
P19174	P10721	1	KitReceptor	6	physical	PLCG1	KIT
P17252	P10721	1	KitReceptor	6	Phosphorylation	PRKCA	KIT
P05771	P10721	1	KitReceptor	6	Phosphorylation	PRKCB	KIT
Q06124	Q9UQC2	1	KitReceptor	6	physical	PTPN11	GAB2
Q06124	P62993	1	KitReceptor	6	physical	PTPN11	GRB2
Q06124	P10721	1	KitReceptor	6	physical	PTPN11	KIT
P29350	P10721	1	KitReceptor	6	physical	PTPN6	KIT
P29350	P10721	1	KitReceptor	6	Dephosphorylation	PTPN6	KIT
Q92729	P10721	1	KitReceptor	6	physical	PTPRU	KIT
P04049	P01112	1	KitReceptor	6	physical	RAF1	HRAS
P20936	Q99704	1	KitReceptor	6	physical	RASA1	DOK1
P20936	P10721	1	KitReceptor	6	physical	RASA1	KIT
Q15418	O75030	1	KitReceptor	6	Phosphorylation	RPS6KA1	MITF
O14492	P10721	1	KitReceptor	6	physical	SH2B2	KIT
Q9UQQ2	P10721	1	KitReceptor	6	physical	SH2B3	KIT
Q96B97	Q13191	1	KitReceptor	6	physical	SH3KBP1	CBLB
Q96B97	P10721	1	KitReceptor	6	physical	SH3KBP1	KIT
P29353	P22681	1	KitReceptor	6	physical	SHC1	CBL
P29353	Q99704	1	KitReceptor	6	physical	SHC1	DOK1
P29353	P62993	1	KitReceptor	6	physical	SHC1	GRB2
P29353	P10721	1	KitReceptor	6	physical	SHC1	KIT
P29353	Q07889	1	KitReceptor	6	physical	SHC1	SOS1
P29353	P42680	1	KitReceptor	6	physical	SHC1	TEC
O15524	P62993	1	KitReceptor	6	physical	SOCS1	GRB2
O15524	P10721	1	KitReceptor	6	physical	SOCS1	KIT
O15524	P15498	1	KitReceptor	6	physical	SOCS1	VAV1
Q8WXH5	P10721	1	KitReceptor	6	physical	SOCS4	KIT
O75159	P10721	1	KitReceptor	6	physical	SOCS5	KIT
O14544	P10721	1	KitReceptor	6	physical	SOCS6	KIT
Q07889	P62993	1	KitReceptor	6	physical	SOS1	GRB2
Q07889	P29353	1	KitReceptor	6	physical	SOS1	SHC1
Q7Z699	P10721	1	KitReceptor	6	physical	SPRED1	KIT
Q7Z698	P10721	1	KitReceptor	6	physical	SPRED2	KIT
P12931	Q99704	1	KitReceptor	6	physical	SRC	DOK1
P12931	P10721	1	KitReceptor	6	Phosphorylation	SRC	KIT
P12931	P10721	1	KitReceptor	6	physical	SRC	KIT
P12931	P27986	1	KitReceptor	6	physical	SRC	PIK3R1
Q9ULZ2	P10721	1	KitReceptor	6	physical	STAP1	KIT
P42224	P10721	1	KitReceptor	6	physical	STAT1	KIT
P42224	P42229	1	KitReceptor	6	physical	STAT1	STAT5A
P42224	P51692	1	KitReceptor	6	physical	STAT1	STAT5B
P42229	P10721	1	KitReceptor	6	physical	STAT5A	KIT
P42229	P42224	1	KitReceptor	6	physical	STAT5A	STAT1
P42229	P51692	1	KitReceptor	6	physical	STAT5A	STAT5B
P51692	P10721	1	KitReceptor	6	physical	STAT5B	KIT
P51692	P42224	1	KitReceptor	6	physical	STAT5B	STAT1
P51692	P42229	1	KitReceptor	6	physical	STAT5B	STAT5A
P42680	Q99704	1	KitReceptor	6	physical	TEC	DOK1
P42680	Q99704	1	KitReceptor	6	Phosphorylation	TEC	DOK1
P42680	P10721	1	KitReceptor	6	physical	TEC	KIT
P42680	P07948	1	KitReceptor	6	physical	TEC	LYN
P42680	P29353	1	KitReceptor	6	physical	TEC	SHC1
O00220	Q06187	1	KitReceptor	6	physical	TNFRSF10A	BTK
P15498	O15524	1	KitReceptor	6	physical	VAV1	SOCS1
P42768	P61160	1	KitReceptor	6	physical	WAS	ACTR2
P42768	O43516	1	KitReceptor	6	physical	WAS	WIPF1
O43516	P61160	1	KitReceptor	6	physical	WIPF1	ACTR2
O43516	P42768	1	KitReceptor	6	physical	WIPF1	WAS
P07947	Q99704	1	KitReceptor	6	physical	YES1	DOK1
P07947	P10721	1	KitReceptor	6	physical	YES1	KIT
P06241	P62993	1	IL-11	147	physical	FYN	GRB2
P06241	P40189	1	IL-11	147	physical	FYN	IL6ST
P06241	O60674	1	IL-11	147	physical	FYN	JAK2
P62993	P06241	1	IL-11	147	physical	GRB2	FYN
P62993	P40189	1	IL-11	147	physical	GRB2	IL6ST
P62993	O60674	1	IL-11	147	physical	GRB2	JAK2
P62993	Q06124	1	IL-11	147	physical	GRB2	PTPN11
P01112	P04049	1	IL-11	147	physical	HRAS	RAF1
P20809	Q14626	1	IL-11	147	physical	IL11	IL11RA
P20809	IL11RB	1	IL-11	147	physical	IL11	IL11RB
P20809	P40189	1	IL-11	147	physical	IL11	IL6ST
Q14626	P20809	1	IL-11	147	physical	IL11RA	IL11
Q14626	P40189	1	IL-11	147	physical	IL11RA	IL6ST
IL11RB	P20809	1	IL-11	147	physical	IL11RB	IL11
P40189	P06241	1	IL-11	147	physical	IL6ST	FYN
P40189	P62993	1	IL-11	147	physical	IL6ST	GRB2
P40189	P20809	1	IL-11	147	physical	IL6ST	IL11
P40189	Q14626	1	IL-11	147	physical	IL6ST	IL11RA
P40189	O60674	1	IL-11	147	physical	IL6ST	JAK2
P40189	Q06124	1	IL-11	147	physical	IL6ST	PTPN11
O60674	P06241	1	IL-11	147	physical	JAK2	FYN
O60674	P62993	1	IL-11	147	physical	JAK2	GRB2
O60674	P40189	1	IL-11	147	physical	JAK2	IL6ST
O60674	P27986	1	IL-11	147	physical	JAK2	PIK3R1
O60674	O00459	1	IL-11	147	physical	JAK2	PIK3R2
O60674	Q15257	1	IL-11	147	physical	JAK2	PPP2R4
O60674	Q06124	1	IL-11	147	physical	JAK2	PTPN11
O60674	P07947	1	IL-11	147	physical	JAK2	YES1
PI3KR1	PI3KR2	1	IL-11	147	physical	PI3KR1	PI3KR2
PI3KR1	P07947	1	IL-11	147	physical	PI3KR1	YES1
PI3KR2	PI3KR1	1	IL-11	147	physical	PI3KR2	PI3KR1
PI3KR2	P07947	1	IL-11	147	physical	PI3KR2	YES1
P27986	O60674	1	IL-11	147	physical	PIK3R1	JAK2
P27986	O00459	1	IL-11	147	physical	PIK3R1	PIK3R2
O00459	O60674	1	IL-11	147	physical	PIK3R2	JAK2
O00459	P27986	1	IL-11	147	physical	PIK3R2	PIK3R1
Q15257	O60674	1	IL-11	147	physical	PPP2R4	JAK2
Q06124	P62993	1	IL-11	147	physical	PTPN11	GRB2
Q06124	P40189	1	IL-11	147	physical	PTPN11	IL6ST
Q06124	O60674	1	IL-11	147	physical	PTPN11	JAK2
P04049	P01112	1	IL-11	147	physical	RAF1	HRAS
P07947	O60674	1	IL-11	147	physical	YES1	JAK2
P07947	PI3KR1	1	IL-11	147	physical	YES1	PI3KR1
P07947	PI3KR2	1	IL-11	147	physical	YES1	PI3KR2
P18847	P84022	1	ID	5	physical	ATF3	SMAD3
P24941	Q02363	1	ID	5	Phosphorylation	CDK2	ID2
P24941	Q02535	1	ID	5	Phosphorylation	CDK2	ID3
P19419	P41134	1	ID	5	physical	ELK1	ID1
P19419	Q02363	1	ID	5	physical	ELK1	ID2
P19419	Q02535	1	ID	5	physical	ELK1	ID3
P41970	Q02363	1	ID	5	physical	ELK3	ID2
P28324	P41134	1	ID	5	physical	ELK4	ID1
P28324	Q02363	1	ID	5	physical	ELK4	ID2
P28324	Q02535	1	ID	5	physical	ELK4	ID3
Q14469	P41134	1	ID	5	physical	HES1	ID1
Q14469	Q02363	1	ID	5	physical	HES1	ID2
Q14469	Q02535	1	ID	5	physical	HES1	ID3
Q14469	P47928	1	ID	5	physical	HES1	ID4
P41134	P19419	1	ID	5	physical	ID1	ELK1
P41134	P28324	1	ID	5	physical	ID1	ELK4
P41134	Q14469	1	ID	5	physical	ID1	HES1
P41134	Q16666	1	ID	5	physical	ID1	IFI16
P41134	P13349	1	ID	5	physical	ID1	MYF5
P41134	P23409	1	ID	5	physical	ID1	MYF6
P41134	P15172	1	ID	5	physical	ID1	MYOD1
P41134	P15173	1	ID	5	physical	ID1	MYOG
P41134	P55036	1	ID	5	physical	ID1	PSMD4
P41134	Q99081	1	ID	5	physical	ID1	TCF12
P41134	P15923	1	ID	5	physical	ID1	TCF3
P41134	Q9NQB0	1	ID	5	physical	ID1	TCF7L2
Q02363	P19419	1	ID	5	physical	ID2	ELK1
Q02363	P41970	1	ID	5	physical	ID2	ELK3
Q02363	P28324	1	ID	5	physical	ID2	ELK4
Q02363	Q14469	1	ID	5	physical	ID2	HES1
Q02363	Q16666	1	ID	5	physical	ID2	IFI16
Q02363	P13349	1	ID	5	physical	ID2	MYF5
Q02363	P23409	1	ID	5	physical	ID2	MYF6
Q02363	P15172	1	ID	5	physical	ID2	MYOD1
Q02363	P15173	1	ID	5	physical	ID2	MYOG
Q02363	Q02962	1	ID	5	physical	ID2	PAX2
Q02363	Q02548	1	ID	5	physical	ID2	PAX5
Q02363	Q06710	1	ID	5	physical	ID2	PAX8
Q02363	P06400	1	ID	5	physical	ID2	RB1
Q02363	P28749	1	ID	5	physical	ID2	RBL1
Q02363	Q08999	1	ID	5	physical	ID2	RBL2
Q02363	P36956	1	ID	5	physical	ID2	SREBF1
Q02363	Q99081	1	ID	5	physical	ID2	TCF12
Q02363	P15923	1	ID	5	physical	ID2	TCF3
Q02363	Q9NQB0	1	ID	5	physical	ID2	TCF7L2
Q02535	P19419	1	ID	5	physical	ID3	ELK1
Q02535	P28324	1	ID	5	physical	ID3	ELK4
Q02535	Q14469	1	ID	5	physical	ID3	HES1
Q02535	Q16666	1	ID	5	physical	ID3	IFI16
Q02535	P13349	1	ID	5	physical	ID3	MYF5
Q02535	P23409	1	ID	5	physical	ID3	MYF6
Q02535	P15172	1	ID	5	physical	ID3	MYOD1
Q02535	P15173	1	ID	5	physical	ID3	MYOG
Q02535	Q02548	1	ID	5	physical	ID3	PAX5
Q02535	P36956	1	ID	5	physical	ID3	SREBF1
Q02535	Q99081	1	ID	5	physical	ID3	TCF12
Q02535	Q9NQB0	1	ID	5	physical	ID3	TCF7L2
P47928	Q14469	1	ID	5	physical	ID4	HES1
P47928	P15172	1	ID	5	physical	ID4	MYOD1
P47928	Q9NQB0	1	ID	5	physical	ID4	TCF7L2
Q16666	P41134	1	ID	5	physical	IFI16	ID1
Q16666	Q02363	1	ID	5	physical	IFI16	ID2
Q16666	Q02535	1	ID	5	physical	IFI16	ID3
P13349	P41134	1	ID	5	physical	MYF5	ID1
P13349	Q02363	1	ID	5	physical	MYF5	ID2
P13349	Q02535	1	ID	5	physical	MYF5	ID3
P23409	P41134	1	ID	5	physical	MYF6	ID1
P23409	Q02363	1	ID	5	physical	MYF6	ID2
P23409	Q02535	1	ID	5	physical	MYF6	ID3
P15172	P41134	1	ID	5	physical	MYOD1	ID1
P15172	Q02363	1	ID	5	physical	MYOD1	ID2
P15172	Q02535	1	ID	5	physical	MYOD1	ID3
P15172	P47928	1	ID	5	physical	MYOD1	ID4
P15172	P55036	1	ID	5	physical	MYOD1	PSMD4
P15173	P41134	1	ID	5	physical	MYOG	ID1
P15173	Q02363	1	ID	5	physical	MYOG	ID2
P15173	Q02535	1	ID	5	physical	MYOG	ID3
Q02962	Q02363	1	ID	5	physical	PAX2	ID2
Q02548	Q02363	1	ID	5	physical	PAX5	ID2
Q02548	Q02535	1	ID	5	physical	PAX5	ID3
Q06710	Q02363	1	ID	5	physical	PAX8	ID2
P55036	P41134	1	ID	5	physical	PSMD4	ID1
P55036	P15172	1	ID	5	physical	PSMD4	MYOD1
P55036	P15923	1	ID	5	physical	PSMD4	TCF3
P06400	Q02363	1	ID	5	physical	RB1	ID2
P28749	Q02363	1	ID	5	physical	RBL1	ID2
Q08999	Q02363	1	ID	5	physical	RBL2	ID2
P84022	P18847	1	ID	5	physical	SMAD3	ATF3
P36956	Q02363	1	ID	5	physical	SREBF1	ID2
P36956	Q02535	1	ID	5	physical	SREBF1	ID3
Q99081	P41134	1	ID	5	physical	TCF12	ID1
Q99081	Q02363	1	ID	5	physical	TCF12	ID2
Q99081	Q02535	1	ID	5	physical	TCF12	ID3
P15923	P41134	1	ID	5	physical	TCF3	ID1
P15923	Q02363	1	ID	5	physical	TCF3	ID2
P15923	P55036	1	ID	5	physical	TCF3	PSMD4
Q9NQB0	P41134	1	ID	5	physical	TCF7L2	ID1
Q9NQB0	Q02363	1	ID	5	physical	TCF7L2	ID2
Q9NQB0	Q02535	1	ID	5	physical	TCF7L2	ID3
Q9NQB0	P47928	1	ID	5	physical	TCF7L2	ID4
P31749	P49840	1	IL-7	19	Phosphorylation	AKT1	GSK3A
P31749	P49841	1	IL-7	19	Phosphorylation	AKT1	GSK3B
Q13191	P27986	1	IL-7	19	physical	CBLB	PIK3R1
Q13191	P29353	1	IL-7	19	physical	CBLB	SHC1
P06241	P16871	1	IL-7	19	physical	FYN	IL7R
P31785	P16871	1	IL-7	19	physical	IL2RG	IL7R
P31785	P23458	1	IL-7	19	physical	IL2RG	JAK1
P31785	P52333	1	IL-7	19	physical	IL2RG	JAK3
P13232	P16871	1	IL-7	19	physical	IL7	IL7R
P16871	P06241	1	IL-7	19	physical	IL7R	FYN
P16871	P31785	1	IL-7	19	physical	IL7R	IL2RG
P16871	P13232	1	IL-7	19	physical	IL7R	IL7
P16871	P23458	1	IL-7	19	physical	IL7R	JAK1
P16871	P52333	1	IL-7	19	physical	IL7R	JAK3
P16871	P27986	1	IL-7	19	physical	IL7R	PIK3R1
P16871	Q14289	1	IL-7	19	physical	IL7R	PTK2B
P16871	P40763	1	IL-7	19	physical	IL7R	STAT3
P16871	P42229	1	IL-7	19	physical	IL7R	STAT5A
P16871	P51692	1	IL-7	19	physical	IL7R	STAT5B
P35568	P23458	1	IL-7	19	physical	IRS1	JAK1
P35568	P52333	1	IL-7	19	physical	IRS1	JAK3
P35568	P27986	1	IL-7	19	physical	IRS1	PIK3R1
Q9Y4H2	P52333	1	IL-7	19	physical	IRS2	JAK3
Q9Y4H2	P27986	1	IL-7	19	physical	IRS2	PIK3R1
P23458	P31785	1	IL-7	19	physical	JAK1	IL2RG
P23458	P16871	1	IL-7	19	physical	JAK1	IL7R
P23458	P35568	1	IL-7	19	physical	JAK1	IRS1
P23458	Q14289	1	IL-7	19	physical	JAK1	PTK2B
P23458	P42229	1	IL-7	19	Phosphorylation	JAK1	STAT5A
P23458	P51692	1	IL-7	19	Phosphorylation	JAK1	STAT5B
P52333	P31785	1	IL-7	19	physical	JAK3	IL2RG
P52333	P16871	1	IL-7	19	physical	JAK3	IL7R
P52333	P35568	1	IL-7	19	physical	JAK3	IRS1
P52333	Q9Y4H2	1	IL-7	19	physical	JAK3	IRS2
P52333	P27986	1	IL-7	19	physical	JAK3	PIK3R1
P27986	Q13191	1	IL-7	19	physical	PIK3R1	CBLB
P27986	P16871	1	IL-7	19	physical	PIK3R1	IL7R
P27986	P35568	1	IL-7	19	physical	PIK3R1	IRS1
P27986	Q9Y4H2	1	IL-7	19	physical	PIK3R1	IRS2
